date,open,high,low,close,volume
2020-10-14 00:00:00-04:00,14.248800848206900,14.300898294489300,13.919265577729000,14.054121017456100,276100000
2020-10-15 00:00:00-04:00,13.770452723606000,13.964883444400400,13.727577969263600,13.929238319397000,267224000
2020-10-16 00:00:00-04:00,13.995791246954900,14.080294125302500,13.752253660584500,13.771198272705100,242392000
2020-10-19 00:00:00-04:00,13.862432565530200,13.942697326105100,13.367630412305400,13.458365440368700,298068000
2020-10-20 00:00:00-04:00,13.543865864306500,13.759485306727700,13.467589137472400,13.605685234069800,229212000
2020-10-21 00:00:00-04:00,13.585242521221700,13.751256768821600,13.438172885249900,13.485284805297900,219596000
2020-10-22 00:00:00-04:00,13.483043554770500,13.57203274964040,13.193141414504800,13.322014808654800,290480000
2020-10-23 00:00:00-04:00,13.410755254752700,13.553587742392800,13.252468875607300,13.550596237182600,233484000
2020-10-26 00:00:00-04:00,13.38782188167740,13.652796390775300,13.000455258958500,13.1029052734375,336896000
2020-10-27 00:00:00-04:00,13.267172504825900,13.40277628470440,13.153006573141100,13.357658386230500,250520000
2020-10-28 00:00:00-04:00,13.159490579429700,13.22130994850960,12.572209425845600,12.590156555175800,376520000
2020-10-29 00:00:00-04:00,12.80103832931290,13.15425461112850,12.712796542257000,12.985997200012200,320080000
2020-10-30 00:00:00-04:00,12.812507836881400,12.898754671633700,12.26411238591790,12.497429847717300,416820000
2020-11-02 00:00:00-05:00,12.620814704874700,12.799292282427200,12.358831738763600,12.544039726257300,299652000
2020-11-03 00:00:00-05:00,12.67141962079180,13.066762365838600,12.565978089692200,12.981512069702100,272900000
2020-11-04 00:00:00-05:00,13.350182639287600,13.787154453240400,13.29808518565940,13.754000663757300,410228000
2020-11-05 00:00:00-05:00,14.121176099161700,14.29716046437120,13.950176307836200,14.118682861328100,319028000
2020-11-06 00:00:00-05:00,14.068580320112600,14.546182783638400,13.854457580182500,14.519511222839400,383348000
2020-11-09 00:00:00-05:00,14.510037221209200,14.648631574059100,13.571035567291500,13.59097671508790,582976000
2020-11-10 00:00:00-05:00,13.566796863191100,13.566796863191100,12.591401776686300,12.732738494873000,644068000
2020-11-11 00:00:00-05:00,13.015661659709800,13.395799624535600,12.910469268187600,13.378849029541000,404744000
2020-11-12 00:00:00-05:00,13.43967144533770,13.72583374815590,13.277146935639400,13.417486190795900,365812000
2020-11-13 00:00:00-05:00,13.587488751442700,13.628867755925500,13.02114619562700,13.25820255279540,346312000
2020-11-16 00:00:00-05:00,13.13406343303610,13.60967182378940,13.11761205786950,13.475813865661600,413776000
2020-11-17 00:00:00-05:00,13.51295421095360,13.556576360322500,13.264930318063400,13.383084297180200,312028000
2020-11-18 00:00:00-05:00,13.425960851965600,13.566050966850300,13.14652897393840,13.389567375183100,510924000
2020-11-19 00:00:00-05:00,13.174198194035700,13.448146283443400,13.061777123398200,13.401034355163600,565936000
2020-11-20 00:00:00-05:00,13.41474481319190,13.455126331672000,13.026878935134100,13.04956340789800,341088000
2020-11-23 00:00:00-05:00,13.132816680038900,13.343449606657900,12.97752088414750,13.10165786743160,361356000
